ID,Platform,ReleaseYear,Genre,Company,RevenueNA,RevenueEU,RevenueJapan,RevenueOther
9386,DS,2011.0,Misc,Company26,0.0,0.0,0.13,0.0
7994,PSP,2011.0,Fighting,Company29,0.12,0.04,0.0,0.03
2497,Wii,2008.0,Misc,Company6,0.77,0.0,0.0,0.06
1199,XB,2003.0,Shooter,Company6,0.91,0.57,0.0,0.07
7925,X360,2012.0,Sports,Company12,0.0,0.16,0.0,0.02
6215,PS2,2000.0,Sports,Company162,0.14,0.11,0.0,0.04
12312,PSV,2014.0,Action,Company49,0.0,0.0,0.06,0.0
14344,DS,2007.0,Misc,Company15,0.01,0.0,0.02,0.0
11478,N64,1998.0,Shooter,Company383,0.06,0.02,0.0,0.0
4941,PS2,2000.0,Fighting,Company6,0.16,0.13,0.06,0.04
9855,PSP,2010.0,Strategy,Company4,0.11,0.0,0.0,0.01
11690,GC,2003.0,Racing,Company26,0.06,0.02,0.0,0.0
12415,PS2,2001.0,Shooter,Company118,0.03,0.02,0.0,0.01
10481,DS,2011.0,Puzzle,Company85,0.05,0.04,0.0,0.01
539,PS4,2014.0,Action,Company4,1.27,0.97,0.07,0.47
11157,X360,2015.0,Action,Company13,0.04,0.04,0.0,0.01
9383,Wii,2009.0,Role-Playing,Company132,0.12,0.0,0.01,0.01
15776,PS2,2007.0,Racing,Company395,0.0,0.0,0.02,0.0
8460,2600,1982.0,Action,Company294,0.15,0.01,0.0,0.0
14508,PSP,2010.0,Misc,Company462,0.01,0.0,0.02,0.0
10215,PS2,2003.0,Fighting,Company151,0.05,0.04,0.0,0.01
289,PC,2007.0,Role-Playing,Company5,2.57,1.52,0.0,0.0
8908,PS4,2014.0,Action,Company49,0.04,0.05,0.04,0.02
8798,Wii,2010.0,Sports,Company26,0.14,0.0,0.0,0.01
16415,X360,2009.0,Adventure,Company434,0.0,0.0,0.01,0.0
10070,PS3,2010.0,Sports,Company342,0.0,0.09,0.0,0.03
16033,DS,2008.0,Simulation,Company359,0.0,0.01,0.0,0.0
6009,2600,1983.0,Action,Company5,0.27,0.02,0.0,0.0
9623,XB,2002.0,Racing,Company31,0.09,0.03,0.0,0.0
15160,PSV,2015.0,Action,Company54,0.0,0.0,0.02,0.0
9563,GEN,1992.0,Shooter,Company9,0.0,0.0,0.13,0.0
10801,PSP,2006.0,Action,Company6,0.08,0.01,0.0,0.01
11143,PSP,2012.0,Sports,Company3,0.08,0.0,0.0,0.01
7773,PS3,2010.0,Shooter,Company49,0.05,0.09,0.02,0.03
4064,PC,2008.0,Shooter,Company89,0.0,0.45,0.0,0.03
987,XB,2001.0,Fighting,Company2,1.19,0.29,0.24,0.06
1425,XB,2004.0,Shooter,Company6,0.86,0.45,0.0,0.06
3335,Wii,2009.0,Strategy,Company1,0.11,0.14,0.33,0.02
3383,DS,2005.0,Puzzle,Company1,0.26,0.0,0.31,0.02
3517,X360,2008.0,Action,Company9,0.27,0.24,0.0,0.06
7799,PS,1996.0,Shooter,Company118,0.11,0.07,0.0,0.01
13976,PSP,2012.0,Action,Company279,0.0,0.0,0.04,0.0
483,PS2,2002.0,Action,Company22,1.36,1.15,0.04,0.41
10925,3DS,2012.0,Puzzle,Company1,0.09,0.0,0.0,0.01
10458,DS,2010.0,Role-Playing,Company26,0.0,0.0,0.1,0.0
3221,XOne,2014.0,Racing,Company6,0.24,0.34,0.0,0.05
8870,DS,2009.0,Simulation,Company6,0.14,0.0,0.0,0.01
6396,X360,2007.0,Sports,Company3,0.18,0.08,0.0,0.0
234,Wii,2009.0,Sports,Company9,1.89,1.99,0.22,0.48
10558,XOne,2015.0,Sports,Company15,0.03,0.06,0.0,0.01
10903,3DS,2014.0,Role-Playing,Company72,0.07,0.02,0.0,0.01
8013,Wii,2007.0,Sports,Company8,0.17,0.0,0.0,0.02
781,PS3,2008.0,Sports,Company15,0.11,1.34,0.4,0.26
11747,PSP,2010.0,Adventure,Company4,0.0,0.0,0.07,0.0
9857,GBA,2003.0,Misc,Company183,0.09,0.03,0.0,0.0
5435,PS2,2001.0,Racing,Company11,0.16,0.13,0.0,0.04
6746,PS,1999.0,Strategy,Company8,0.14,0.09,0.0,0.02
3797,Wii,2008.0,Simulation,Company12,0.48,0.0,0.0,0.04
15615,XOne,2015.0,Action,Company6,0.0,0.02,0.0,0.0
11137,PS2,2006.0,Strategy,Company49,0.04,0.03,0.0,0.01
10013,PS3,2008.0,Misc,Company15,0.11,0.0,0.0,0.01
9236,GC,2002.0,Racing,Company6,0.11,0.03,0.0,0.0
16092,DS,2010.0,Adventure,Company246,0.0,0.0,0.01,0.0
13809,Wii,2010.0,Fighting,Company26,0.0,0.0,0.04,0.0
5917,PS2,2004.0,Fighting,Company31,0.15,0.11,0.0,0.04
13245,SAT,1994.0,Fighting,Company9,0.0,0.0,0.05,0.0
3239,SAT,1995.0,Shooter,Company9,0.0,0.0,0.62,0.0
2196,PS2,2004.0,Shooter,Company4,0.79,0.03,0.0,0.13
14334,PS2,2008.0,Misc,Company378,0.0,0.0,0.03,0.0
10126,PS,1999.0,Fighting,Company31,0.06,0.04,0.0,0.01
7183,PS3,,Sports,Company4,0.0,0.17,0.0,0.05
3730,PSP,2010.0,Role-Playing,Company9,0.12,0.16,0.18,0.09
5106,PC,2016.0,Shooter,Company6,0.2,0.14,0.0,0.03
8661,X360,2009.0,Sports,Company263,0.15,0.0,0.0,0.01
1531,GC,2002.0,Action,Company13,0.54,0.27,0.45,0.04
10329,DS,2009.0,Action,Company60,0.1,0.0,0.0,0.01
12216,DS,2010.0,Misc,Company342,0.04,0.02,0.0,0.01
1176,Wii,2009.0,Misc,Company5,0.94,0.49,0.0,0.15
13297,GBA,2001.0,Sports,Company15,0.03,0.01,0.0,0.0
7378,PS3,2009.0,Action,Company8,0.11,0.07,0.0,0.03
5936,DS,2007.0,Sports,Company15,0.0,0.0,0.3,0.0
7888,PSV,2013.0,Role-Playing,Company156,0.04,0.01,0.12,0.01
1118,PS,1999.0,Shooter,Company61,0.93,0.63,0.0,0.08
5774,Wii,2009.0,Strategy,Company71,0.15,0.11,0.02,0.02
4160,DS,2006.0,Action,Company6,0.43,0.01,0.0,0.04
2470,PS,2001.0,Sports,Company29,0.47,0.32,0.0,0.05
1409,Wii,2009.0,Misc,Company8,0.71,0.53,0.0,0.13
7808,PS3,2012.0,Sports,Company3,0.18,0.0,0.0,0.01
13547,SNES,1995.0,Platform,Company58,0.0,0.0,0.04,0.0
15442,DS,2007.0,Puzzle,Company22,0.0,0.01,0.0,0.0
2075,DS,2005.0,Strategy,Company29,0.86,0.04,0.01,0.08
8250,PS,1998.0,Fighting,Company244,0.0,0.0,0.16,0.01
6322,PS3,2011.0,Action,Company6,0.06,0.16,0.0,0.05
10046,X360,2007.0,Shooter,Company84,0.1,0.0,0.0,0.01
5498,PSP,2006.0,Misc,Company13,0.26,0.0,0.03,0.03
3832,Wii,2009.0,Fighting,Company1,0.45,0.04,0.0,0.04
13894,PC,2004.0,Racing,Company112,0.0,0.03,0.0,0.01
3310,XB,2005.0,Shooter,Company8,0.37,0.21,0.0,0.03
8234,PS4,2015.0,Adventure,Company174,0.1,0.04,0.0,0.03
10341,Wii,2009.0,Simulation,Company29,0.1,0.0,0.0,0.01
11354,GBA,2001.0,Shooter,Company15,0.06,0.02,0.0,0.0
9686,DS,2007.0,Action,Company11,0.11,0.0,0.0,0.01
16448,GBA,2004.0,Sports,Company204,0.01,0.0,0.0,0.0
10719,DS,2008.0,Simulation,Company42,0.08,0.01,0.0,0.01
8674,Wii,2010.0,Sports,Company11,0.15,0.0,0.0,0.01
11457,3DS,,Adventure,Company54,0.08,0.0,0.0,0.0
8470,PS2,2001.0,Racing,Company11,0.08,0.06,0.0,0.02
9264,PS3,2008.0,Adventure,Company11,0.09,0.03,0.0,0.02
1376,Wii,2010.0,Action,Company1,0.87,0.31,0.13,0.1
3578,DS,2007.0,Adventure,Company1,0.27,0.05,0.22,0.03
3141,PS3,2013.0,Shooter,Company9,0.2,0.31,0.0,0.13
11092,PSP,2008.0,Platform,Company49,0.02,0.01,0.05,0.01
12927,PS4,2016.0,Action,Company6,0.0,0.04,0.01,0.01
14402,PS3,2014.0,Role-Playing,Company26,0.0,0.0,0.03,0.0
2553,X360,2009.0,Racing,Company36,0.32,0.4,0.0,0.09
1656,PSP,2010.0,Sports,Company8,0.13,0.7,0.01,0.37
10319,DS,2009.0,Racing,Company87,0.1,0.0,0.0,0.01
5084,2600,1986.0,Shooter,Company11,0.35,0.02,0.0,0.0
7338,PSV,2013.0,Action,Company132,0.09,0.02,0.08,0.03
15212,PC,2008.0,Adventure,Company22,0.0,0.02,0.0,0.0
7069,PS3,2009.0,Action,Company49,0.0,0.0,0.23,0.0
7493,PS3,2012.0,Action,Company15,0.0,0.0,0.21,0.0
5910,SNES,1995.0,Sports,Company49,0.0,0.0,0.3,0.0
4407,PSP,2008.0,Platform,Company24,0.11,0.22,0.0,0.12
15341,PS4,2016.0,Action,Company13,0.01,0.0,0.0,0.0
14550,PC,2008.0,Action,Company5,0.01,0.01,0.0,0.0
4449,PS2,2005.0,Shooter,Company26,0.0,0.0,0.44,0.0
13193,PSP,2006.0,Racing,Company5,0.04,0.0,0.0,0.0
3738,GC,2001.0,Sports,Company8,0.42,0.11,0.0,0.01
10797,PS,1997.0,Fighting,Company13,0.0,0.0,0.09,0.01
14650,PSV,2015.0,Adventure,Company496,0.0,0.0,0.03,0.0
6023,2600,1981.0,Action,Company54,0.27,0.02,0.0,0.0
11043,PS2,2005.0,Sports,Company8,0.04,0.03,0.0,0.01
10025,PSP,2012.0,Role-Playing,Company17,0.0,0.0,0.11,0.0
16106,PSP,2010.0,Adventure,Company462,0.0,0.0,0.01,0.0
14484,3DS,2014.0,Action,Company26,0.01,0.01,0.0,0.0
5176,SNES,1993.0,Fighting,Company26,0.0,0.0,0.36,0.0
8927,PSV,2014.0,Adventure,Company174,0.1,0.0,0.01,0.03
15871,PS3,2010.0,Action,Company49,0.0,0.0,0.02,0.0
16047,X360,2011.0,Adventure,Company358,0.0,0.0,0.01,0.0
6288,DS,2008.0,Role-Playing,Company15,0.09,0.01,0.15,0.01
829,GEN,1992.0,Sports,Company39,1.75,0.25,0.0,0.05
8172,GBA,2003.0,Platform,Company8,0.13,0.05,0.0,0.0
11884,SNES,1994.0,Action,Company58,0.0,0.0,0.07,0.0
13771,PS2,2006.0,Role-Playing,Company49,0.0,0.0,0.04,0.0
5829,X360,2014.0,Shooter,Company9,0.15,0.13,0.0,0.03
16028,PC,2009.0,Role-Playing,Company17,0.0,0.01,0.0,0.0
9135,PS,1997.0,Fighting,Company26,0.0,0.0,0.13,0.01
13940,PS2,2006.0,Adventure,Company370,0.0,0.0,0.04,0.0
10178,PS,1997.0,Shooter,Company14,0.06,0.04,0.0,0.01
5408,PS,1997.0,Shooter,Company4,0.05,0.03,0.23,0.02
1634,PS3,2012.0,Action,Company20,0.5,0.53,0.0,0.2
14353,PSV,2015.0,Action,Company426,0.0,0.0,0.03,0.0
13554,PS3,2011.0,Misc,Company342,0.03,0.01,0.0,0.0
14130,GBA,2002.0,Action,Company69,0.0,0.0,0.03,0.0
15961,DS,2007.0,Strategy,Company91,0.01,0.0,0.0,0.0
4679,3DS,2013.0,Action,Company185,0.0,0.0,0.41,0.0
246,PS2,2005.0,Action,Company4,2.71,1.29,0.02,0.43
16366,PC,2015.0,Action,Company7,0.0,0.01,0.0,0.0
14337,PSP,2010.0,Role-Playing,Company132,0.0,0.0,0.03,0.0
8018,Wii,2009.0,Action,Company3,0.17,0.0,0.0,0.01
14117,PS3,2012.0,Misc,Company26,0.0,0.0,0.03,0.0
9336,PS2,2003.0,Role-Playing,Company17,0.0,0.0,0.13,0.0
942,PS2,2001.0,Racing,Company54,0.0,1.1,0.42,0.33
5214,GBA,2001.0,Sports,Company5,0.26,0.1,0.0,0.01
7073,PS2,2005.0,Action,Company4,0.11,0.09,0.0,0.03
5151,Wii,2008.0,Simulation,Company103,0.34,0.0,0.0,0.03
8121,GC,2005.0,Shooter,Company5,0.14,0.04,0.0,0.0
6815,XB,2002.0,Action,Company13,0.14,0.04,0.05,0.01
6852,Wii,2010.0,Action,Company20,0.17,0.05,0.0,0.02
6712,3DS,2015.0,Role-Playing,Company246,0.11,0.02,0.1,0.01
7625,N64,1999.0,Strategy,Company58,0.0,0.0,0.2,0.0
1033,X360,2012.0,Action,Company7,1.06,0.52,0.01,0.14
10505,Wii,2009.0,Misc,Company35,0.09,0.0,0.0,0.01
2319,Wii,2008.0,Sports,Company8,0.29,0.52,0.0,0.09
5584,PC,2013.0,Action,Company20,0.13,0.16,0.0,0.04
1079,PS,1997.0,Shooter,Company26,0.38,0.87,0.33,0.1
310,PS3,2006.0,Racing,Company4,1.53,1.61,0.06,0.67
2979,XB,2003.0,Sports,Company8,0.62,0.04,0.0,0.02
8417,PS2,2003.0,Role-Playing,Company69,0.0,0.0,0.17,0.0
4144,PS2,2002.0,Racing,Company151,0.23,0.18,0.0,0.06
8163,PS2,2009.0,Action,Company22,0.09,0.04,0.0,0.05
3376,X360,2012.0,Adventure,Company2,0.38,0.16,0.0,0.05
2454,PS4,2014.0,Action,Company17,0.28,0.37,0.03,0.16
5172,PS2,2001.0,Sports,Company15,0.18,0.14,0.0,0.05
10331,XOne,2014.0,Action,Company5,0.06,0.03,0.0,0.01
15834,DS,2005.0,Simulation,Company259,0.01,0.01,0.0,0.0
10106,Wii,2010.0,Sports,Company342,0.0,0.1,0.0,0.01
14037,XB,2004.0,Adventure,Company473,0.03,0.01,0.0,0.0
9479,DS,2005.0,Simulation,Company71,0.0,0.0,0.13,0.0
15645,PS2,2006.0,Role-Playing,Company279,0.0,0.0,0.02,0.0
5511,N64,1998.0,Action,Company78,0.26,0.06,0.0,0.0
1235,NES,1984.0,Racing,Company1,0.0,0.0,1.52,0.0
8767,PS3,2014.0,Action,Company17,0.05,0.06,0.02,0.02
15972,PSV,2015.0,Strategy,Company3,0.0,0.0,0.02,0.0
3045,DS,2010.0,Misc,Company6,0.0,0.58,0.0,0.09
5448,Wii,2011.0,Role-Playing,Company1,0.13,0.1,0.08,0.03
9816,DS,2008.0,Misc,Company8,0.09,0.03,0.0,0.01
8490,PS2,2000.0,Racing,Company8,0.06,0.05,0.03,0.02
2363,X360,2010.0,Misc,Company32,0.73,0.1,0.0,0.06
5734,XB,2004.0,Strategy,Company15,0.23,0.07,0.0,0.01
5335,PS2,2000.0,Sports,Company15,0.0,0.0,0.35,0.0
9926,PS3,2014.0,Action,Company49,0.02,0.02,0.06,0.01
13365,N64,1997.0,Shooter,Company31,0.0,0.0,0.05,0.0
4847,GC,2004.0,Simulation,Company8,0.24,0.14,0.0,0.02
1426,GBA,2003.0,Platform,Company24,0.63,0.66,0.0,0.07
16249,PS3,,Role-Playing,Company279,0.0,0.0,0.01,0.0
7681,X360,2008.0,Misc,Company33,0.18,0.0,0.0,0.01
315,PS4,2015.0,Sports,Company3,2.48,0.65,0.03,0.69
10425,DS,2006.0,Role-Playing,Company71,0.07,0.0,0.03,0.01
2023,Wii,2007.0,Action,Company8,0.45,0.47,0.0,0.11
12282,PS4,2015.0,Adventure,Company410,0.0,0.06,0.0,0.01
15671,GC,2003.0,Racing,Company40,0.01,0.0,0.0,0.0
940,NES,1984.0,Action,Company1,0.8,0.19,0.83,0.03
9490,X360,2010.0,Strategy,Company326,0.08,0.04,0.0,0.01
4193,Wii,2009.0,Puzzle,Company8,0.34,0.09,0.0,0.04
518,PS3,2010.0,Shooter,Company8,1.28,1.05,0.07,0.43
